Query,Results,Title,Type,CreateDate
The Cost of Revolution: How the Cultural Revolution Divided China,38183,China and the Special Procedures of the UN Human Rights Council: Is China Cooperative and Can They Work Better With Each Other?,article,2020
The Cost of Revolution: How the Cultural Revolution Divided China,38183,Revisiting Collectivism and Rural Governance in China The Singularity of the Zhoujiazhuang People's Commune,article,2020
The Cost of Revolution: How the Cultural Revolution Divided China,38183,"Epic narratives of the Green Revolution in Brazil, China, and India",article,2021
The Cost of Revolution: How the Cultural Revolution Divided China,38183,Deifying Communist Soldiers: The Coastal Defence Culture and the Continuation of Apotheosis in Contemporary China,article,2014
The Cost of Revolution: How the Cultural Revolution Divided China,38183,Leading small groups in China's inter-city governmental cooperation,article,2020
The Cost of Revolution: How the Cultural Revolution Divided China,38183,Female warriors: A reproduction of patriarchal narrative of Hua Mulan in The Red Detachment of Women (1972),article,2020
The Cost of Revolution: How the Cultural Revolution Divided China,38183,Coming of Age in Times of Change: The Transition to Adulthood in China,article,2013
The Cost of Revolution: How the Cultural Revolution Divided China,38183,Economic reform of China: Cause and effects,article,2011
The Cost of Revolution: How the Cultural Revolution Divided China,38183,Maoist Discourse and the Mobilization of Emotions in Revolutionary China,article,2010
The Cost of Revolution: How the Cultural Revolution Divided China,38183,The rise and fall of middle farmers: accumulation and differentiation in the tea consumption revolution in China,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,38183,China: The development of the health system during the Maoist period (1949-76),article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,38183,Technology and Manufacturing in China before the Industrial Revolution and Glimpses of the Future,article,2019
The Cost of Revolution: How the Cultural Revolution Divided China,38183,The visible hand: the role of government in China's long-awaited industrial revolution,article,2019
Nuclear Power and Changing Perspectives,145779,Iran's nuclear ambitions from a historical perspective and the attitude of the West,article,2007
Nuclear Power and Changing Perspectives,145779,The Superpowers in a multinuclear world.,pbook,1974
Nuclear Power and Changing Perspectives,145779,Soviet Foreign Policy in a Changing World,book,2021
Nuclear Power and Changing Perspectives,145779,Speaking (Un-)Truth to Power: Conspiracy Mentality as a Generalised Political Attitude,article,2014
Nuclear Power and Changing Perspectives,145779,"Between Aid and Restriction: The Soviet Union's Changing Policies on China's Nuclear Weapons Program, 1954-1960",article,2012
Nuclear Power and Changing Perspectives,145779,Industrial ecology and global change,pbook,1994
Nuclear Power and Changing Perspectives,145779,Radiobiology in the Atomic Age: Changing Research Practices and Policies in Comparative Perspective,article,2006
Nuclear Power and Changing Perspectives,145779,Nuclear power and uranium mining: current global perspectives and emerging public health risks,article,2019
Nuclear Power and Changing Perspectives,145779,Industrial ecology and global change,pbook,1997
Nuclear Power and Changing Perspectives,145779,Nuclear debates in Asia : the role of geopolitics and domestic processes,book,2016
Nuclear Power and Changing Perspectives,145779,American defense policy,pbook,2005
Nuclear Power and Changing Perspectives,145779,Application of the concept of a renewable energy based‐polygeneration system for sustainable thermal desalination process—A thermodynamics' perspective,article,2020
Nuclear Power and Changing Perspectives,145779,Does the use of nuclear power lead to lower electricity prices? An analysis of the debate in Germany with an international perspective,article,2012
Nuclear Power and Changing Perspectives,145779,Changing the System Culture: Mobilizing the Social Sciences in the Swedish Nuclear Waste System,article,2021
Nuclear Power and Changing Perspectives,145779,Changing ideas about natural resources: tourists' perspectives on the wilderness and power production in Iceland,article,2016
Nuclear Power and Changing Perspectives,145779,Nuclear power: The family in decolonial perspective and 'pro-family' politics in Africa,article,2017
Nuclear Power and Changing Perspectives,145779,The Revival of Nuclear Competition in an Altered Geopolitical Context: A Chinese Perspective,article,2020
Nuclear Power and Changing Perspectives,145779,Changing dynamics of the nuclear energy policy‐making process in Japan,article,2021
Nuclear Power and Changing Perspectives,145779,A productive clash of perspectives? The interplay between articles' and authors' perspectives and their impact on Wikipedia edits in a controversial domain,article,2017
Nuclear Power and Changing Perspectives,145779,LITERARY IMPLICATIONS OF RELIGIOUS PERSPECTIVES ON THE NUCLEAR IN U.S. FICTION: FRANK BERGON’S “THE TEMPTATIONS OF ST. ED & BROTHER S”,article,2020
Nuclear Power and Changing Perspectives,145779,Assessment of Energy Transition Policy in Taiwan-A View of Sustainable Development Perspectives,article,2021
Nuclear Power and Changing Perspectives,145779,Nuclear power development in China after the restart of new nuclear construction and approval: A system dynamics analysis,article,2016
Nuclear Power and Changing Perspectives,145779,A new generation of AI: A review and perspective on machine learning technologies applied to smart energy and electric power systems,article,2019
Nuclear Power and Changing Perspectives,145779,"Perspectives and Problems of Using Renewable Energy Sources and Implementation of Local ""Green"" Initiatives: A Regional Assessment",article,2021
Nuclear Power and Changing Perspectives,145779,Cross-national family research,pbook,1972
Nuclear Power and Changing Perspectives,145779,International perspectives,article,2019
Nuclear Power and Changing Perspectives,145779,The Changing strategic landscape.,pbook,1989
Nuclear Power and Changing Perspectives,145779,Crossing an Apparent Chasm: Bridging Mindful and Less-Mindful Perspectives on Organizational Learning,article,2006
Nuclear Power and Changing Perspectives,145779,Resurgence of Nuclear Power: Challenges and Opportunities for Asia,book,2017
Nuclear Power and Changing Perspectives,145779,A History of our time : readings on postwar America,pbook,1987
Nuclear Power and Changing Perspectives,145779,"Climate change and energy policy : proceedings of the International Conference on Global Climate Change, Its Mitigation Through Improved Production and Use of Energy, Los Alamos National Laboratory, October 21-24, 1991, Los Alamos, New Mexico, USA",pbook,1992
Nuclear Power and Changing Perspectives,145779,Financial Aspects in Energy: A European Perspective,book,2011
Nuclear Power and Changing Perspectives,145779,The puzzle of trusting relationships in the Nuclear Non-Proliferation Treaty,article,2010
Nuclear Power and Changing Perspectives,145779,Diversity of Concerns in Recovery after a Nuclear Accident: A Perspective from Fukushima,article,2018
Nuclear Power and Changing Perspectives,145779,A Human Security Perspective of South Korea's Civil Nuclear Power,article,2017
Nuclear Power and Changing Perspectives,145779,A Human Security Perspective of South Korea's Civil Nuclear Power,article,2017
Nuclear Power and Changing Perspectives,145779,Twenty-First- Century US Nuclear Power: A National Security Imperative,article,2020
Nuclear Power and Changing Perspectives,145779,"Substance abuse intervention, prevention, rehabilitation, and systems change strategies : helping individuals, families, and groups to empower themselves",pbook,2001
Nuclear Power and Changing Perspectives,145779,Families in East and West : socialization process and kinship ties,pbook,1970
Nuclear Power and Changing Perspectives,145779,"Global energy : issues, potentials, and policy implications",pbook,2015
Nuclear Power and Changing Perspectives,145779,Dissidence : essays against the mainstream,pbook,1992
Nuclear Power and Changing Perspectives,145779,Is International Leadership Changing Hands or Disappearing? China and the USA in Comparative Perspective,article,2019
Nuclear Power and Changing Perspectives,145779,Emergent Brazil: Key Perspectives on a New Global Power,book,2015
Nuclear Power and Changing Perspectives,145779,The Incumbents' Conservation Strategies in the German Energy Regime as an Impediment to Re-Municipalization-An Analysis Guided by the Multi-Level Perspective,article,2017
Nuclear Power and Changing Perspectives,145779,History of Human Genetics: Aspects of Its Development and Global Perspectives,book,2017
Nuclear Power and Changing Perspectives,145779,Exploring the Optimum Proactive Defense Strategy for the Power Systems from an Attack Perspective,article,2021
Nuclear Power and Changing Perspectives,145779,New Perspectives on Fuel Cell Technology: A Brief Review,article,2020
Nuclear Power and Changing Perspectives,145779,"Encyclopedia of science, technology, and ethics",book,2004
Nuclear Power and Changing Perspectives,145779,"Encyclopedia of science, technology, and ethics",pbook,2005
Nuclear Power and Changing Perspectives,145779,Perspectives on South Asian security,book,2013
Thought and the Greater Coalition: Drama and Democracy,5291,Sri Lanka 2018: the unfinished drama of an island state democracy,article,2018
Thought and the Greater Coalition: Drama and Democracy,5291,"Larra??n's Film ""No"" and Its Inspiration, ""El plebiscito"": Chile's Transition to Democracy as a Simulacrum",article,2015
Thought and the Greater Coalition: Drama and Democracy,5291,Pocketbook politics : economic citizenship in twentieth-century America,book,2007
