paper_number,paper_title,bib_citation,source_title,searchit_yes_no,searchit_format
191,Labor Rights,"Phillips, Gordon. The Rise of the Labour Party 1893-1931. London: Taylor & Francis Group, 1992. Accessed December 18, 2020. ProQuest Ebook Central.",The Rise of the Labour Party 1893-1931,Yes,Ebook
191,Labor Rights,"Nuttall, Jeremy. “PLURALISM, THE PEOPLE, AND TIME IN LABOUR PARTY HISTORY, 1931–1964.” The Historical Journal 56, no. 3 (2013): 729–56. ","PLURALISM, THE PEOPLE, AND TIME IN LABOUR PARTY HISTORY, 1931–1964",Yes,Article
191,Labor Rights,"Stepan-Norris, Judith, and Caleb Southworth. ""Rival Unionism and Membership Growth in the United States, 1900 to 2005: A Special Case of Inter-organizational Competition."" American Sociological Review 75, no. 2 (2010): 227-51.","Rival Unionism and Membership Growth in the United States, 1900 to 2005: A Special Case of Inter-organizational Competition",Yes,Article
193,The Greenhouse Revolution: Our Need to Revolutionize the Green Revolution,"Canadell, JG, Le Quere, C, Raupach, MR, Field, CB, Buitenhuis, ET, Ciais, P, Conway, TJ, Gillett, NP, et al. “Contributions to accelerating atmospheric CO2 growth from economic activity, carbon intensity, and efficiency of natural sinks,” PNAS 104 (November 20, 2007): 47.","Contributions to accelerating atmospheric CO2 growth from economic activity, carbon intensity, and efficiency of natural sinks",Yes,Article
193,The Greenhouse Revolution: Our Need to Revolutionize the Green Revolution,"Economic Research Service: United States Department of Agriculture, “Pesticide Use in U.S. Agriculture: 21 Selected Crops, 1960-2008.” Last modified May, 2014. https://www.ers.usda.gov/publications/pub-details/?pubid=43855.","Pesticide Use in U.S. Agriculture: 21 Selected Crops, 1960-2008.",Yes,Ebook
193,The Greenhouse Revolution: Our Need to Revolutionize the Green Revolution,"Environews Forum, “Killer environment,” Environmental Health Perspectives 107, no.2 (February, 1999): A62.",Killer environment,Yes,Article
193,The Greenhouse Revolution: Our Need to Revolutionize the Green Revolution,"Hellersteign, Daniel, Vilorio, Dennis, Ribuaudo, Marc “Agricultural Resources and Environmental Indicators, 2019,” United States Department of Agriculture, Last modified May, 2019, https://www.ers.usda.gov/webdocs/publications/93026/eib-208.pdf.","Agricultural Resources and Environmental Indicators, 2019",Yes,Reports
193,The Greenhouse Revolution: Our Need to Revolutionize the Green Revolution,"Hurley, PM, Hill, RN, Whiting, RJ, “Mode of carcinogenic action of pesticides inducing thyroid follicular cell tumours in rodents,” Environmental Health Perspectives 106, no.8 (August, 1998): 437.",Mode of carcinogenic action of pesticides inducing thyroid follicular cell tumours in rodents,Yes,Article
193,The Greenhouse Revolution: Our Need to Revolutionize the Green Revolution,"Tony Freeth, “Setting the Grass Roots on Fire - Norman Borlaug & Africa's Green Revolution,” 2001, New York, Ny, video, 57:00.",Setting the Grass Roots on Fire - Norman Borlaug & Africa's Green Revolution,Yes,Evideo
193,The Greenhouse Revolution: Our Need to Revolutionize the Green Revolution,"Wright, Angus, ""Downslope and North: How Soil Degradation and Synthetic Pesticides Drove the Trajectory of Mexican Agriculture through the Twentieth Century,"" in Christopher R. Boyer, “A Land Between Waters: Environmental Histories of Modern Mexico. Tucson,” University of Arizona Press 2012, 22-49.",Downslope and North: How Soil Degradation and Synthetic Pesticides Drove the Trajectory of Mexican Agriculture through the Twentieth Century,Yes,Ebook Chapter
195,Colonization of the Caribbean and Its Connection to Modern Day Racism,"Bush-Slimani, Barbara. 1993. “Hard Labour: Women, Childbirth and Resistance in British Caribbean Slave Societies.” History Workshop 36, no. 1 (Autumn): 83-99. https://www.jstor.org/stable/4289253?seq=2#metadata_info_tab_contents.","Hard Labour: Women, Childbirth and Resistance in British Caribbean Slave Societies",Yes,Article
195,Colonization of the Caribbean and Its Connection to Modern Day Racism,"Hollie, Morgan. 2020. “Emancipation Day – A Reminder That Caribbean Still Needs Justice, Repair.” https://www.hrw.org/news/2020/08/03/emancipation-day-reminder-caribbean-still-needs- justice-repair.","Emancipation Day – A Reminder That Caribbean Still Needs Justice, Repair.",Yes,Newspaper Article
195,Colonization of the Caribbean and Its Connection to Modern Day Racism,"Scully, Pamela. 1995. “Rape, Race, and Colonial Culture: The Sexual Politics of Identity in the Nineteenth-Century Cape Colony, South Africa.” The American Historical Review 100, no. 2 (April): 335-359. https://www.jstor.org/stable/2169002?seq=2#metadata_info_tab_contents.","Rape, Race, and Colonial Culture: The Sexual Politics of Identity in the Nineteenth-Century Cape Colony, South Africa",Yes,Article
199,The History of Fatherhood in America and Scandinavia: 1850-2020,"Finke, Roger, and Rodney Stark. The Churching of America, 1776-1990: Winners and Losers in Our Religious Economy. 2nd. ed., 2. paperback print. New Brunswick, NJ: Rutgers Univ. Press, 2006.","The Churching of America, 1776-1990: Winners and Losers in Our Religious Economy",Yes,Print Book
199,The History of Fatherhood in America and Scandinavia: 1850-2020,"Holter, Øysten Gullvåg. “Towards a New Fatherhood: Fathering Practices and Gender Equalities in Recent Nordic Research.” In Fatherhood in Late Modernity: Cultural Images, Social Practices, Structural Frames, edited by Metchild Oechsle, Ursula Müller, and Sebine Hess, 273-294. Opladen: Verlag Barbara Budrich, 2012.",Towards a New Fatherhood: Fathering Practices and Gender Equalities in Recent Nordic Research,Yes,Ebook Chapter
199,The History of Fatherhood in America and Scandinavia: 1850-2020,"Knausgård, Karl Ove, and Don Bartlett. My Struggle. Book One. 1st Farrar, Straus and Giroux ed. New York: Farrar, Straus and Giroux, 2013.",My Struggle. Book One.,Yes,Print Book
199,The History of Fatherhood in America and Scandinavia: 1850-2020,"LaRossa, Ralph. “The Historical Study of Fatherhood: Theoretical and Methodological Considerations.” In Fatherhood in Late Modernity: Cultural Images, Social Practices, Structural Frames, edited by Metchild Oechsle, Ursula Müller, and Sebine Hess, 37-60. Opladen: Verlag Barbara Budrich, 2012.",The Historical Study of Fatherhood: Theoretical and Methodological Considerations,Yes,Ebook Chapter
199,The History of Fatherhood in America and Scandinavia: 1850-2020,"LaRossa, Ralph. The Modernization of Fatherhood: A Social and Political History. Chicago: University of Chicago Press, 1997.",The Modernization of Fatherhood: A Social and Political History,Yes,Print Book
199,The History of Fatherhood in America and Scandinavia: 1850-2020,"Leavitt, Judith Walzer. Make Room for Daddy: The Journey from Waiting Room to Birthing Room. Chapel Hill: University of North Carolina Press, 2009.",Make Room for Daddy: The Journey from Waiting Room to Birthing Room,Yes,Print Book
199,The History of Fatherhood in America and Scandinavia: 1850-2020,"Lorentzen, Jørgen. The History of Fatherhood in Norway: 1850-2012. New York, NY: Palgrave Macmillan, 2013. ",The History of Fatherhood in Norway: 1850-2012,Yes,Print Book
199,The History of Fatherhood in America and Scandinavia: 1850-2020,"Svensson, Lars. ""Explaining Equalization: Political Institutions, Market Forces, and Reduction of the Gender Wage Gap in Sweden, 1920-95."" Social Science History 27, no. 3 (2003): 371-95. Accessed October 2, 2020. doi:10.2307/40267813.","Explaining Equalization: Political Institutions, Market Forces, and Reduction of the Gender Wage Gap in Sweden, 1920-95",Yes,Article
199,The History of Fatherhood in America and Scandinavia: 1850-2020,"Willrich, Michael. ""Home Slackers: Men, the State, and Welfare in Modern America."" The Journal of American History 87, no. 2 (2000): 460-89. Accessed October 2, 2020. doi:10.2307/2568760.","Home Slackers: Men, the State, and Welfare in Modern America",Yes,Article
203,The Evolution of Racism in America in Correlation with Britain from the 1900’s to the Present Day,"Asadullah Samad, A. 2003. ""Still on ""Tip-Toe Stance:"" Racial and Ethnic Conflict Ever-Present in America."" Los Angeles Sentinel, May 15, A.7. https://ntserver1.wsulibs.wsu.edu:2152/docview/369313960?accountid=14902.","Still on ""Tip-Toe Stance:"" Racial and Ethnic Conflict Ever-Present in America",Yes,Newspaper Article
203,The Evolution of Racism in America in Correlation with Britain from the 1900’s to the Present Day,"Flecha, Ramon. “Modern and Postmodern Racism in Europe: Dialogic Approach and Anti-Racist Pedagogies.” Harvard Educational Review 69, no. 2 (1999). https://doi.org/10.17763/haer.69.2.3346055q431g2u03",Modern and Postmodern Racism in Europe: Dialogic Approach and Anti-Racist Pedagogies,Yes,Article
203,The Evolution of Racism in America in Correlation with Britain from the 1900’s to the Present Day,"McVeigh, Rory. ""Structured Ignorance and Organized Racism in the United States."" Social Forces 82, no. 3 (2004): 895-936. Accessed October 5, 2020. http://www.jstor.org/stable/3598361.",Structured Ignorance and Organized Racism in the United States,Yes,Article
205,"From the Plantation to the Penitentiary, How Racism and Presumptive Criminality Have Shaped the Black American Experience.","Alexander, Michelle. The New Jim Crow: Mass Incarceration in the Age of Colorblindness. New York: New Press, 2020. ",The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Yes,Print Book
205,"From the Plantation to the Penitentiary, How Racism and Presumptive Criminality Have Shaped the Black American Experience.","Muhammad, K. G. The Condemnation of Blackness: Race, Crime, and the Making of Modern Urban America. Cambridge, MA: Harvard University Press, 2019.","The Condemnation of Blackness: Race, Crime, and the Making of Modern Urban America",Yes,Print Book
205,"From the Plantation to the Penitentiary, How Racism and Presumptive Criminality Have Shaped the Black American Experience.","Nellis, A., Ph.D. (2016). “The Color of Justice: Racial and Ethnic Disparity in State Prisons.” The Sentencing Project.",The Color of Justice: Racial and Ethnic Disparity in State Prisons,Yes,Journal
205,"From the Plantation to the Penitentiary, How Racism and Presumptive Criminality Have Shaped the Black American Experience.","Hernandez, K. L., Muhammad, K. G., & Thompson, H. A. (2015). “Introduction: Constructing the Carceral State.” Journal of American History, 102(1), 18-24. doi:10.1093/jahist/jav259",Introduction: Constructing the Carceral State,Yes,Article
205,"From the Plantation to the Penitentiary, How Racism and Presumptive Criminality Have Shaped the Black American Experience.","Fredrickson, George Marsh, and Albert Camarillo. Racism: A Short History. Princeton, NJ: Princeton Univ. Press, 2015. ",Racism: A Short History,Yes,Print Book
205,"From the Plantation to the Penitentiary, How Racism and Presumptive Criminality Have Shaped the Black American Experience.","Du Bois, W. E. B. (1903) The Souls of Black Folk. New York, N.Y:  Penguin Books, 1989.",The Souls of Black Folk,Yes,Print Book
205,"From the Plantation to the Penitentiary, How Racism and Presumptive Criminality Have Shaped the Black American Experience.","Phil Bertelsen, director. The African Americans: Many Rivers to Cross. 2013; Arlington, VA: pbs.",The African Americans: Many Rivers to Cross,Yes,DVD Video
207,Indonesian Struggle for Independence under the Colonization of Dutch and Japanese Empire,"Ricklefs, Merle C. A History of Modern Indonesia, c. 1300 to the Present. Bloomington: Indiana University Press, 1981.","A History of Modern Indonesia, c. 1300 to the Present",Yes,Print Book
207,Indonesian Struggle for Independence under the Colonization of Dutch and Japanese Empire,"Steedly, Mary M. Rifle Reports: A Story of Indonesian Independence. London [England]; Los Angeles: University of California Press, 2013.",Rifle Reports: A Story of Indonesian Independence,Yes,Print Book
209,The story of Kashmir,"Shubha Kamala Prasad, “Analysis | India Is Cracking down on University Protests. Here's What You Need to Know.,” The Washington Post (WP Company, January 10, 2020), https://www.washingtonpost.com/politics/2020/01/10/india-is-cracking-down-university-protests-heres-what-you-need-know/. ",Analysis | India Is Cracking down on University Protests. Here's What You Need to Know,Yes,Newspaper Article
209,The story of Kashmir,"Zia, Ather. ""LoC: The Line ""out"" of Control in the Region of Kashmir."" American Quarterly 71, no. 4 (2019): 1037-1043. doi:10.1353/aq.2019.0074.","LoC: The Line ""out"" of Control in the Region of Kashmir",Yes,Article
209,The story of Kashmir,"Habibullah, Wajahat., and United States Institute of Peace. The Political Economy of the Kashmir Conflict: Opportunities for Economic Peacebuilding and for U.S. Policy. Washington, DC: U.S. Institute of Peace, 2004.https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71165662280001451",he Political Economy of the Kashmir Conflict: Opportunities for Economic Peacebuilding and for U.S. Policy,Yes,Ebook
209,The story of Kashmir,"Widmalm, Sten. 2002. Kashmir in Comparative Perspective: Democracy and Violent Separatism in India. London: Taylor & Francis Group. Accessed November 7, 2020. ProQuest Ebook Central. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71258971840001451",Kashmir in Comparative Perspective: Democracy and Violent Separatism in India,Yes,Ebook
209,The story of Kashmir,"Thorner, Alice. ""The Kashmir Conflict."" Middle East Journal 3, no. 2 (1949): 164-80. Accessed November 7, 2020. http://www.jstor.org/stable/4322063.",The Kashmir Conflict,Yes,Article
211,Japanese “Economic Miracle” Post WWII,"Beckley, Michael, Horiuchi, Yusaku, and Miller, Jennifer M. “America’s Role in the Making of Japan’s Economic Miracle.” Journal of East Asian Studies 18, no. 1 (2019): 1-21. https://doi.org/10.1017/jea.2017.24",America’s Role in the Making of Japan’s Economic Miracle,Yes,Article
211,Japanese “Economic Miracle” Post WWII,"Koshiro, Yukiko. ""Japan's World and World War II."" Diplomatic History 25, no. 3(2001): 425-41. Accessed December 12, 2020.               ",Japan's World and World War II,Yes,Article
211,Japanese “Economic Miracle” Post WWII,"Lynn, Leonard H. ""MITI'S SUCCESSES AND FAILURES IN CONTROLLING JAPAN'S TECHNOLOGY IMPORTS."" Hitotsubashi Journal of Commerce and Management 29, no. 1 (29) (1994): 15-33. Accessed December 12, 2020. http://www.jstor.org/stable/43294946.",MITI'S SUCCESSES AND FAILURES IN CONTROLLING JAPAN'S TECHNOLOGY IMPORTS,Yes,Article
211,Japanese “Economic Miracle” Post WWII,"Shima, Yasuhiko. ""THE INCOME DOUBLING PROGRAM AND PUBLIC INVESTMENT."" Kyoto University Economic Review 31, no. 1 (70) (1961): 14-52. Accessed December 12, 2020. http://www.jstor.org/stable/43217105",THE INCOME DOUBLING PROGRAM AND PUBLIC INVESTMENT,Yes,Article
211,Japanese “Economic Miracle” Post WWII,"Sinha, R. P. ""Japan and the Oil Crisis."" The World Today 30, no. 8 (1974): 335-344. Accessed December 12, 2020. http://www.jstor.org/stable/40395212",Japan and the Oil Crisis,Yes,Article
211,Japanese “Economic Miracle” Post WWII,"Sugita, Yoneyuki. “The Dodge Line.” Japan's Shifting Status in the World and the Development of Japan's Medical Insurance Systems, 2018, 217–42. https://doi.org/10.1007/978-981-13-1660-9_8 ",The Dodge Line,Yes,Ebook Chapter
2,China chooses power over life,"Huang, Rong, Zhu, Lupei, Encarnacion, John, Xu, Yixian, Tang, Chi-Chia, Luo, Song, & Jiang, Xiaohuan. (2018). Seismic and Geologic Evidence of Water-Induced Earthquakes in the Three Gorges Reservoir Region of China. Geophysical Research Letters, 45(12), 5929–5936. https://doi.org/10.1029/2018gl077639",Seismic and Geologic Evidence of Water-Induced Earthquakes in the Three Gorges Reservoir Region of China,Yes,Article
4,The Effect of World War II on Rohingya Genocide,"Charney, Michael W. A history of modern Burma. Cambridge, UK; New York: Cambridge University Press. 2009.",A history of modern Burma,Yes,Print Book
4,The Effect of World War II on Rohingya Genocide,"Sadan, Mandy. ""Ethnic Armies and Ethnic Conflict in Burma: Reconsidering the History of Colonial Militarization in the Kachin Region of Burma during the Second World War."" South East Asia Research 21, no. 4 (2013): 601-26. http://www.jstor.org/stable/23752603.",Ethnic Armies and Ethnic Conflict in Burma: Reconsidering the History of Colonial Militarization in the Kachin Region of Burma during the Second World War,Yes,Article
4,The Effect of World War II on Rohingya Genocide,"Sarkar, Jayita. “How WWII shaped the crisis in Myanmar.” The Washington Post, March 10, 2019. https://www.washingtonpost.com/outlook/2019/03/10/how-wwii-shaped-crisis-myanmar/. ",How WWII shaped the crisis in Myanmar,Yes,Newspaper Article
4,The Effect of World War II on Rohingya Genocide,"Topich, William J. The history of Myanmar. Santa Barbara, California: Greenwood, 2013.",The history of Myanmar,Yes,Print Book
6,Increased Black South African Crime During the Period of Apartheid,"Dubow, Saul. Apartheid, 1948-1994 : Apartheid, 1948-1994. Oxford: Oxford University Press, Incorporated, 2014. Accessed December 15, 2020. ProQuest Ebook Central.","Apartheid, 1948-1994 : Apartheid, 1948-1994",Yes,Ebook
6,Increased Black South African Crime During the Period of Apartheid,"Magaziner, Daniel. The Law and the Prophets : Black Consciousness in South Africa, 1968–1977. Athens, OH: Ohio University Press, 2010. Accessed December 15, 2020. ProQuest Ebook Central.","The Law and the Prophets : Black Consciousness in South Africa, 1968–1977",Yes,Ebook
8,"Human Trafficking (Prostitution), Is It A Problem or Not?","Deshpande, N. A., & Nour, N. M. (2013). Sex trafficking of women and girls. Reviews in obstetrics & gynecology, 6(1), e22–e27.",Sex trafficking of women and girls,Yes,Article
10,The National Health Service,"Glover-Thomas, Nicola. “The Health and Social Care Act 2012: The Emergence of Equal Treatment for Mental Health Care or Another False Dawn?” Medical law international. SAGE Publications, December 2013. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4523576/. ",The Health and Social Care Act 2012: The Emergence of Equal Treatment for Mental Health Care or Another False Dawn?,Yes,Article
10,The National Health Service,"Klein, Rudolph, Patricia Day, and Robert J. Blendon. “Why Britain's Conservatives Support a Socialist Health Care System: Health Affairs Journal.” Health Affairs. Accessed December 15, 2020. https://www.healthaffairs.org/doi/abs/10.1377/hlthaff.4.1.41. ",Why Britain's Conservatives Support a Socialist Health Care System,Yes,Article
10,The National Health Service,"Merrills, John, BPharm, BA, BA (Law), FRPharmS, Jonathan Fisher, BA, LLB (Cantab) “The National Health Service: History of the National Health Service from Conception to Latest Changes,” 2013.",The National Health Service: History of the National Health Service from Conception to Latest Changes,Yes,Ebook Chapter
12,Racial Housing Disparity by FHA and HUD,"Flynn, Andrea, Holmberg, Susan R, Warren, Dorian T, and Wong, Felicia J. The Hidden Rules of Race. The Hidden Rules of Race. New York: Cambridge University Press, 2017. https://doi.org/10.1017/9781108277846",The Hidden Rules of Race. The Hidden Rules of Race,Yes,Print Book
12,Racial Housing Disparity by FHA and HUD,"Phillips, Deborah. ""Black Minority Ethnic Concentration, Segregation and Dispersal in Britain."" Urban Studies 35, no. 10 (1998): 1681-702. http://www.jstor.org/stable/43084109","Black Minority Ethnic Concentration, Segregation and Dispersal in Britain",Yes,Article
12,Racial Housing Disparity by FHA and HUD,"Plumer, Brad and Nadja Popovich. ""The Climate Legacy of Racist Housing Policies."" New York Times in News Tribune, The (Tacoma, WA) Extra Extra Daily Bonus eEdition, August 30, 2020: 10-11. NewsBank: Access World News – Historical and Current.",The Climate Legacy of Racist Housing Policies,Yes,Newspaper Article
12,Racial Housing Disparity by FHA and HUD,"Taylor, Keeanga-Yamahtta. 2019. Race for Profit: How Banks and the Real Estate Industry Undermined Black Homeownership. Chapel Hill: University of North Carolina Press. ProQuest Ebook Central.",Race for Profit: How Banks and the Real Estate Industry Undermined Black Homeownership,Yes,Ebook
14,History of Nongovernmental Relief Organizations in Disaster Relief,"Alexander, David. ""Disaster Preparedness and Emergency Response Associations."" Encyclopedia of Disaster Relief. Edited by K. B. Penuel and Matt Statler. Vol. 1. Thousand Oaks: SAGE Publications, Inc., 2011, pp. 115-16. SAGE Knowledge. 16 Dec 2020, doi: http://ntserver1.wsulibs.wsu.edu:2642/10.4135/9781412994064.n50",Disaster Preparedness and Emergency Response Associations,Yes,Reference Entry
14,History of Nongovernmental Relief Organizations in Disaster Relief,"Coppola, Damon P.. Introduction to International Disaster Management, Elsevier Science & Technology, 2015. ProQuest Ebook Central, https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/detail.action?docID=1929997.",Introduction to International Disaster Management,Yes,Ebook
14,History of Nongovernmental Relief Organizations in Disaster Relief,"Hwangbo, Kay. ""Earthquake: The Road to Recovery Emergency Team Members were Quake Heroes: [Valley Edition]."" Los Angeles Times (pre-1997 Fulltext), Feb 13 1994, p. 4. ProQuest. Web. 10 Dec. 2020 .",Earthquake: The Road to Recovery Emergency Team Members were Quake Heroes: [Valley Edition],Yes,Newspaper Article
14,History of Nongovernmental Relief Organizations in Disaster Relief,"Kte'pi, Bill. ""History of Disaster Relief, Ancient World."" In Encyclopedia of Disaster Relief, edited by K. B. Penuel and Matt Statler, 275-278. Thousand Oaks, CA: SAGE Publications, Inc., 2011. doi: 10.4135/9781412994064.n108. ","History of Disaster Relief, Ancient World",Yes,Reference Entry
14,History of Nongovernmental Relief Organizations in Disaster Relief,"Miller, Joanna M. ""Volunteers Rally to Offer Aid to Quake Victims Aftermath: Hundreds Give the Best of Themselves, Distributing Supplies and Bringing Comfort. Officials Call their Efforts Crucial.: [Ventura East Edition]."" Los Angeles Times (pre-1997 Fulltext), Jan 31 1994, p. 1. ProQuest. Web. 10 Dec. 2020 .","Volunteers Rally to Offer Aid to Quake Victims Aftermath: Hundreds Give the Best of Themselves, Distributing Supplies and Bringing Comfort. Officials Call their Efforts Crucial",Yes,Newspaper Article
14,History of Nongovernmental Relief Organizations in Disaster Relief,"MYDANS, Seth. ""Tallying Losses from Quake, Los Angeles Stirs and Hopes: The Earthquake: City Searches for the Road Back the Overview Slowly Stirring, Los Angeles Tallies Loss."" New York Times (1923-Current file), Jan 19 1994, p. 2. ProQuest. Web. 15 Nov. 2020.","Tallying Losses from Quake, Los Angeles Stirs and Hopes: The Earthquake: City Searches for the Road Back the Overview Slowly Stirring, Los Angeles Tallies Loss",Yes,Newspaper Article
14,History of Nongovernmental Relief Organizations in Disaster Relief,"Peerbolte, Stacy. ""Training for Disasters."" Encyclopedia of Disaster Relief. Edited by K. B. Penuel and Matt Statler. Vol. 1. Thousand Oaks: SAGE Publications, Inc., 2011, pp. 684-89. SAGE Knowledge. 16 Dec 2020, doi: http://ntserver1.wsulibs.wsu.edu:2642/10.4135/9781412994064.n281.",Training for Disasters,Yes,Reference Entry
14,History of Nongovernmental Relief Organizations in Disaster Relief,"Rostis, Adam. ""International Red Cross."" Encyclopedia of Disaster Relief. Edited by K. B. Penuel and Matt Statler. Vol. 1. Thousand Oaks: SAGE Publications, Inc., 2011, pp. 354-55. SAGE Knowledge. 16 Dec 2020, doi: http://ntserver1.wsulibs.wsu.edu:2642/10.4135/9781412994064.n141",International Red Cross,Yes,Reference Entry
14,History of Nongovernmental Relief Organizations in Disaster Relief,"Schroth, Stephen T., et al. ""China."" Encyclopedia of Disaster Relief. Edited by K. B. Penuel and Matt Statler. Vol. 1. Thousand Oaks: SAGE Publications, Inc., 2011, pp. 65-68. SAGE Knowledge. 16 Dec 2020, doi: http://ntserver1.wsulibs.wsu.edu:2642/10.4135/9781412994064.n29.",China,Yes,Reference Entry
14,History of Nongovernmental Relief Organizations in Disaster Relief,"Simo, Gloria, and Bies, Angela L. “The Role of Nonprofits in Disaster Response: An Expanded Model of Cross-Sector Collaboration.” Public Administration Review, vol. 67, Wiley, 2007, pp. 125–42, doi:10.1111/j.1540-6210.2007.00821.x.",The Role of Nonprofits in Disaster Response: An Expanded Model of Cross-Sector Collaboration,Yes,Article
14,History of Nongovernmental Relief Organizations in Disaster Relief,"Trivedi, Jennifer. ""Hurricane Katrina (2005)."" Encyclopedia of Disaster Relief. Edited by K. B. Penuel and Matt Statler. Vol. 1. Thousand Oaks: SAGE Publications, Inc., 2011, pp. 323-25. SAGE Knowledge. 16 Dec 2020, doi: http://ntserver1.wsulibs.wsu.edu:2642/10.4135/9781412994064.n12",Hurricane Katrina (2005),Yes,Reference Entry
